Job ID,URL,Title,Description,Tags,Number Of Bidders,Average Bid Cost,Final Cost,Currency,Time,Converted Final Cost,Country Of Poster,Country Of Winner,Date Scraped,Time Ago,Date Range,Category

19474408,https://www.freelancer.co.uk/projects/copywriting/Manuscript-editing-adding-contents/,Manuscript editing and adding contents,I am working on a book project and I have just started with an introduction. I thought I would try your service to see how you can polish my writing and add contents to it to make it sound live.,"Article Rewriting, Copywriting, Editing, Proofreading, Research Writing",18,$27.78,$45,CAD,7 days,$33.43,Canada,United States,16/08/19,3 months ago,01/05/19 - 31/05/19,1,,,
19486654,https://www.freelancer.co.uk/projects/research-writing/Analysis-Nike-investment-assessment/,Analysis of Nike's investment assessment methodologies,"I need to explain in four pages the methodologies used by Nike Inc. to assess their latest investment (last 24 months): I need to explain why is that company using that specific evaluating methodology in order to assess their investments, and explain why it makes sense for the company to use such evaluating methodology. 

Deadline: Saturday 11th May","Business Analysis, Business Writing, Report Writing, Research, Research Writing",22,€28.29,None,EUR,3 days,None,Hong Kong,None,20/08/19,3 months ago,01/05/19 - 31/05/19,5,,,
19489693,https://www.freelancer.co.uk/projects/report-writing/need-someone-case-study-questions/,I need someone to Do my case study questions ,"Online Marketing at Big Skinny – Case Study Questions

Your case study analysis and discussion should cover the following areas:
1. Bringing Big Skinny’s offline tactics online (e.g. converting traffic, replacing personal
selling)
2. Evaluate Big Skinny’s sponsored search strategy (e.g. are there search keywords Big
Skinny can use to increase/lower its bid, targeting strategy and segments)
3. Evaluate how Big Skinny is using social media to sell its wallets (e.g. do content and
followers sell wallets)
There is no strict word limit requirement, but 1500 words should be sufficient to tackle the
entire submission of 3 questions. You must address all 3 areas in your submission, with
approximately equal word length to each.","Academic Writing, Essay Writing, Report Writing, Writing",13,$37.31,$30,AUD,7 days,$20.84,Australia,Pakistan,16/08/19,3 months ago,01/05/19 - 31/05/19,5,,,
19601959,https://www.freelancer.co.uk/projects/articles/Business-Rrticles-Required/,Business Rrticles Required,"I need an experienced business writer with a good understanding of SEO. Topics for all articles and references will be provided. The writer must write the articles with the aim of getting them ranked well with SEO.

Please provide examples of your work when you apply.","Article Writing, Business Writing, Content Writing, SEO, Technical Writing",32,$97.52,$100,AUD,3 days,$69.46,Australia,Pakistan,16/08/19,3 months ago,01/05/19 - 31/05/19,1,,,
19617105,https://www.freelancer.co.uk/projects/articles/Research-essay-19617105/,Research essay,"Need a research essay written on the topic below:

The Opioid Epidemic: Are doctors who over-prescribe
narcotic pain medication causing the opioid epidemic?","Article Writing, Report Writing, Research, Research Writing, Technical Writing",43,$26.19,$25,USD,7 days,$25,United States,Pakistan,16/08/19,3 months ago,01/05/19 - 31/05/19,5,,,
19625114,https://www.freelancer.co.uk/projects/research-writing/paraphrasing-for-report/,paraphrasing for a report,"paraphrasing for a report with high quietly work.
the similarity must be less than 5 %
only 11 pages","Article Rewriting, Report Writing, Research, Research Writing, Technical Writing",14,$30.0,$30,AUD,2 days,$20.84,Australia,Pakistan,16/08/19,3 months ago,01/05/19 - 31/05/19,5,,,
19625638,https://www.freelancer.co.uk/projects/excel/Financial-Modelling-excel-need-expert/,Financial Modelling in excel - I need an expert in Financial Modelling who is available at present to assist me in scenario analysis,Financial Modelling in excel - I need an expert in Financial Modelling who is available at present to assist me in scenario analysis,"Accounting, Excel, Finance, Financial Analysis, Financial Research",3,₹4814.67,₹5000,INR,10 days,$71.65,India,Kenya,20/08/19,3 months ago,01/05/19 - 31/05/19,1,,,
19627344,https://www.freelancer.co.uk/projects/articles/essay-about-smart-grid/,essay about smart grid,10 pages about smart grids i will provide the topics to include in the essay,"Article Writing, Report Writing, Research, Research Writing, Technical Writing",52,€103.24,€40,EUR,7 days,$44.75,Qatar,Pakistan,16/08/19,3 months ago,01/05/19 - 31/05/19,5,,,
19754065,https://www.freelancer.co.uk/projects/research-writing/Essay-integrative-leadership-practices/,Essay on integrative leadership practices and issue,"In need of an essay on a well know global company (better if on a retail or financial sector) that reflects leadership practices and associated issues. The paper should be 2500 words, plagiarism free (it may be check online), needs to contain academic reference and is needed by 28th of May 2019.","Business Analysis, Business Writing, Report Writing, Research, Research Writing",36,$88.43,$40,AUD,2 days,$27.78,Australia,Pakistan,16/08/19,3 months ago,01/05/19 - 31/05/19,5,,,
19755337,https://www.freelancer.co.uk/projects/article-rewriting/Completely-Rewrite-Spin-words-least/,Completely Rewrite/Spin 5000 words (At least readable) in -12 hours.,I need to have 5000~ words written/spun in 12 hours. Must be readable. 12 hours deadline is also a must. Let me know the fixed-price rate. Computer science (Blockchain) topic.,"Article Rewriting, Technical Writing",9,$14.56,$10,USD,2 days,$10,China,Pakistan,16/08/19,3 months ago,01/05/19 - 31/05/19,5,,,
19773881,https://www.freelancer.co.uk/projects/articles/Product-page-copywriting/,Product page copywriting,"I am looking for a native english speaker to write one product description as a test. 
If the test is conclusive 10-15 other product descriptions will need to be created.

Product features and pictures can be found in the attached PDF file.

The description needs to be a few paragraphs long (approximately 200 words) and needs to focus on the benefits of the product not the features.

I will be checking that the description you write are not plagiarised.","Article Writing, Content Writing, Copywriting, Creative Writing, Product Descriptions",41,€39.43,€30,EUR,5 days,$33.56,Belgium,United States,16/08/19,3 months ago,01/05/19 - 31/05/19,1,,,
